 Hour_year       Day          Hour         G_on         G_o          decl      w_sunset    w_sunrise        w       Light_hours   Theta_zeta    Gamma_s     Theta_t      Theta_l    Theta_i      f_end         
         200           9           7      1411.7       797.6       -22.3       105.4      -105.4       -62.5        14.1        55.6        55.6       -84.0       -84.0       -55.5         8.6         4.9
         201           9           8      1411.7      1031.8       -22.3       105.4      -105.4       -47.5        14.1        43.0        43.0       -91.9       -91.9       -43.0        -1.7        -1.3
         202           9           9      1411.7      1215.6       -22.3       105.4      -105.4       -32.5        14.1        30.6        30.6      -102.1      -102.1       -30.0        -7.1        -6.1
         203           9          10      1411.7      1336.4       -22.3       105.4      -105.4       -17.5        14.1        18.8        18.8      -120.3      -120.3       -16.4        -9.7        -9.3
         204           9          11      1411.7      1386.1       -22.3       105.4      -105.4        -2.5        14.1        10.9        10.9      -167.7      -167.7        -2.4       -10.7       -10.7
         205           9          12      1411.7      1361.2       -22.3       105.4      -105.4        12.5        14.1        15.4        15.4       130.9       130.9        11.7       -10.2       -10.0
         206           9          13      1411.7      1263.4       -22.3       105.4      -105.4        27.5        14.1        26.5        26.5       106.8       106.8        25.5        -8.2        -7.4
         207           9          14      1411.7      1099.4       -22.3       105.4      -105.4        42.5        14.1        38.9        38.9        94.9        94.9        38.8        -3.9        -3.1
         208           9          15      1411.7       880.3       -22.3       105.4      -105.4        57.5        14.1        51.4        51.4        86.5        86.5        51.4         4.4         2.7
         209           9          16      1411.7       621.2       -22.3       105.4      -105.4        72.5        14.1        63.9        63.9        79.3        79.3        63.5        20.8         9.6
         210           9          17      1411.7       339.6       -22.3       105.4      -105.4        87.5        14.1        76.1        76.1        72.2        72.2        75.4        50.9        17.2
         211           9          18      1411.7        54.7       -22.3       105.4      -105.4       102.5        14.1        87.8        87.8        64.7        64.7        87.5        84.8        25.3
         212           9          19      1411.7      -214.0       -22.3       105.4      -105.4       117.5        14.1        98.7        98.7        56.1        56.1       -79.5       -74.6        33.4
         213           9          20      1411.7      -448.2       -22.3       105.4      -105.4       132.5        14.1       108.5       108.5        46.0        46.0       -65.0       -64.3        41.2
         214           9          21      1411.7      -632.0       -22.3       105.4      -105.4       147.5        14.1       116.6       116.6        33.8        33.8       -48.0       -58.9        48.0
         215           9          22      1411.7      -752.9       -22.3       105.4      -105.4       162.5        14.1       122.2       122.2        19.2        19.2       -27.5       -56.3        53.0
         216           9          23      1411.7      -802.5       -22.3       105.4      -105.4       177.5        14.1       124.6       124.6         2.8         2.8        -4.1       -55.3        55.3
         217          10           0      1411.6      -780.2       -22.2       105.3      -105.3      -167.5        14.0       123.6       123.6       -13.9       -13.9        19.9       -55.7        54.0
         218          10           1      1411.6      -682.3       -22.2       105.3      -105.3      -152.5        14.0       118.9       118.9       -29.2       -29.2        41.5       -57.7        49.8
         219          10           2      1411.6      -518.1       -22.2       105.3      -105.3      -137.5        14.0       111.5       111.5       -42.3       -42.3        59.6       -61.9        43.5
